,date,open,high,low,close,volume,tic,macd,rsi_30,cci_30,dx_30,turbulence
0,2019-01-02,40.91081619262695,41.27134704589844,40.455406188964844,38.0123405456543,26430300.0,PFE,-0.2675089865822784,50.33353442076548,-33.63349120448167,12.487983837704855,119.82016111544408
0,2019-01-02,91.02999877929688,91.38999938964844,89.93000030517578,86.64315795898438,9843900.0,PG,-0.17730010077156066,52.40867568090926,-90.70155157420437,15.123752864499734,119.82016111544408
0,2019-01-02,66.17998504638672,68.18753814697266,65.60100555419922,64.7966079711914,9361700.0,RTX,-2.9886100468093417,36.800140190861846,-109.39793769070153,44.00780540126318,119.82016111544408
0,2019-01-02,117.48999786376953,118.19000244140625,116.33000183105469,111.65813446044922,1793400.0,TRV,-2.1064785552893284,42.52266808867536,-88.64053620783146,41.417545823759134,119.82016111544408
0,2019-01-02,245.0,246.35000610351562,241.47000122070312,235.56398010253906,4063600.0,UNH,-6.53211003464213,42.35096122986573,-102.30129511194711,29.77892653768423,119.82016111544408
0,2019-01-02,130.0,133.74000549316406,129.60000610351562,131.26454162597656,8788000.0,V,-2.1145261737485157,47.278524112569464,-46.72294565507254,11.039624603798945,119.82016111544408
0,2019-01-02,56.15999984741211,56.15999984741211,55.279998779296875,51.49294662475586,13969700.0,VZ,-0.6587416608900796,49.1014150044844,-65.94093148085152,14.948583054220846,119.82016111544408
0,2019-01-02,67.19999694824219,68.45999908447266,66.69000244140625,63.17007064819336,5528100.0,WBA,-3.329318339598899,37.96651936456227,-117.32749158529545,59.94325356869549,119.82016111544408
0,2019-01-02,91.63999938964844,93.6500015258789,91.63999938964844,89.98499298095703,8152700.0,WMT,-1.2091475166358947,48.66454191333662,-13.752587357786132,5.448461840985519,119.82016111544408
0,2019-01-02,67.3499984741211,69.87000274658203,67.26000213623047,61.58631896972656,16727200.0,XOM,-2.4160969279447,39.55685680438663,-99.35433508286481,32.33472560981127,119.82016111544408
1,2019-01-03,35.994998931884766,36.43000030517578,35.5,34.72145080566406,365248800.0,AAPL,-2.2030284679274033,32.75191933271654,-177.9611945192706,55.24697339476836,125.89088351953467
1,2019-01-03,94.79000091552734,95.18000030517578,93.2300033569336,90.83496856689453,4776600.0,AXP,-3.4135699406756714,39.459163660708754,-101.03473163538774,28.503853526872653,125.89088351953467
1,2019-01-03,319.489990234375,319.739990234375,309.3999938964844,302.1005554199219,5705600.0,BA,-5.718923952159571,43.948351398731624,-68.40992602303572,17.401408735141892,125.89088351953467
1,2019-01-03,125.30999755859375,125.5,120.44000244140625,114.70531463623047,6165800.0,CAT,-0.8857103518601264,45.03968957821223,-77.88522524252998,6.5979842924891505,125.89088351953467
1,2019-01-03,42.29999923706055,42.40999984741211,40.959999084472656,38.91348648071289,29606700.0,CSCO,-1.038919590641889,41.86139421678173,-119.09654865752117,37.88656968389568,125.89088351953467
1,2019-01-03,111.05999755859375,111.29000091552734,108.06999969482422,98.73649597167969,6496200.0,CVX,-1.8466217877711557,44.437437869085315,-60.846080049865805,12.402189501116387,125.89088351953467
1,2019-01-03,77.14122009277344,77.18392181396484,74.3943099975586,70.90309143066406,8369600.0,DD,-1.1349442304664876,43.52818134008139,-48.31014022982438,5.821986016846232,125.89088351953467
1,2019-01-03,108.4800033569336,108.6500015258789,105.94000244140625,105.04621124267578,10594700.0,DIS,-1.6736563353277347,44.10362393768363,-88.79965987173793,21.728385533099505,125.89088351953467
1,2019-01-03,170.66000366210938,171.77000427246094,168.2899932861328,162.17996215820312,4060200.0,GS,-7.453146905964076,37.90567669739863,-54.356664355334615,15.40578612288119,125.89088351953467
1,2019-01-03,171.83999633789062,171.83999633789062,168.2100067138672,160.3561553955078,4810500.0,HD,-1.7372239175066966,44.11761811776027,-33.423975911829565,4.615936370120234,125.89088351953467
1,2019-01-03,114.52999877929688,114.87999725341797,112.69000244140625,102.37351989746094,4346700.0,IBM,-2.2668054243257956,40.8455482417844,-83.35986955114242,19.746436149091643,125.89088351953467
1,2019-01-03,46.150001525878906,46.279998779296875,44.38999938964844,42.353946685791016,32267300.0,INTC,-0.39650972026451825,45.31982730272829,-144.78314874022522,20.929461550919783,125.89088351953467
1,2019-01-03,128.13999938964844,128.27000427246094,125.36000061035156,119.0370864868164,8654500.0,JNJ,-4.07518789880973,38.438081275940334,-91.03217046898904,43.01571938642997,125.89088351953467
1,2019-01-03,98.63999938964844,98.88999938964844,96.69000244140625,91.60785675048828,16286400.0,JPM,-2.419052478459591,41.5162548523175,-63.51787904574742,16.14741791946928,125.89088351953467
1,2019-01-03,46.81999969482422,47.369998931884766,46.529998779296875,43.71169662475586,14714400.0,KO,-0.44829678157081077,45.69029199460183,-123.86902625431571,15.457173855980027,125.89088351953467
1,2019-01-03,175.4499969482422,176.4499969482422,174.41000366210938,166.62135314941406,3728200.0,MCD,-1.620750390727892,48.32697101970385,-98.24079406279674,23.491063038908692,125.89088351953467
1,2019-01-03,188.27999877929688,188.27999877929688,182.88999938964844,171.38851928710938,3358200.0,MMM,-3.0942496271599964,42.36557489442556,-120.88925283001271,26.927444831110837,125.89088351953467
1,2019-01-03,75.55999755859375,75.97000122070312,73.8499984741211,69.85845947265625,13273500.0,MRK,-0.0735114507955501,50.67518775352804,-53.13302600639792,14.181711770875873,125.89088351953467
1,2019-01-03,100.0999984741211,100.19000244140625,97.19999694824219,94.97469329833984,42579100.0,MSFT,-2.1094020921348005,42.780436635092606,-114.39849066223717,26.941934060723355,125.89088351953467
1,2019-01-03,73.25,73.31999969482422,71.20999908447266,71.30804443359375,8007400.0,NKE,-0.2694406829109539,48.09008222076502,-16.644741453215296,18.231370964997637,125.89088351953467
1,2019-01-03,41.0246696472168,41.119544982910156,39.800758361816406,36.948875427246094,28503500.0,PFE,-0.30962426768727624,46.64868188649153,-75.91772189040834,20.639838958241764,125.89088351953467
1,2019-01-03,90.94000244140625,92.5,90.37999725341797,86.03565979003906,9820200.0,PG,-0.23656970597771476,51.206058494370964,-68.08081648394774,7.074523934673395,125.89088351953467
1,2019-01-03,67.68407440185547,67.96727752685547,64.96538543701172,61.912776947021484,8884200.0,RTX,-3.0560332660788987,33.39631484911034,-117.80608774387208,46.28020659638252,125.89088351953467
1,2019-01-03,117.05000305175781,117.30000305175781,115.05999755859375,109.65081024169922,1887500.0,TRV,-2.2137760134127262,40.44825924063121,-102.42534114375816,45.34898945293461,125.89088351953467
1,2019-01-03,243.47999572753906,243.47999572753906,236.1300048828125,229.14010620117188,4623200.0,UNH,-6.991312832004752,39.92724644980267,-117.99370664110735,35.74978915014755,125.89088351953467
1,2019-01-03,131.2100067138672,131.27999877929688,127.87999725341797,126.53422546386719,9428300.0,V,-2.22415931940003,44.073387199532895,-90.21215284867658,15.954726149428975,125.89088351953467
1,2019-01-03,56.29999923706055,56.9900016784668,56.060001373291016,51.676788330078125,19245400.0,VZ,-0.5761054245303185,49.66414001941611,-38.947351234935006,4.905257659643453,125.89088351953467
1,2019-01-03,67.80000305175781,68.08999633789062,66.72000122070312,62.510887145996094,5853200.0,WBA,-3.3418423315020647,37.130211180257184,-109.84797069083935,59.943253568695496,125.89088351953467
1,2019-01-03,93.20999908447266,94.70999908447266,92.69999694824219,89.52226257324219,8277300.0,WMT,-1.0172807824760497,47.90639454025492,6.351693194081736,1.1259842442691297,125.89088351953467
1,2019-01-03,70.0,70.25,68.36000061035156,60.640750885009766,13866100.0,XOM,-2.3498285949367883,38.217524329586084,-88.02723007952424,29.00296116718126,125.89088351953467
2,2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,36.203678131103516,234428400.0,AAPL,-2.203156730386304,36.192789407334516,-139.7123891418783,47.06063204807163,130.04582620722533
2,2019-01-04,95.37000274658203,98.3499984741211,94.9000015258789,94.92803955078125,4637200.0,AXP,-3.038411226240342,44.923158155232564,-62.88638145818081,11.389566638097305,130.04582620722533
2,2019-01-04,316.69000244140625,328.44000244140625,316.0799865722656,317.8226013183594,4448800.0,BA,-4.531454434391435,48.31275024072592,8.193066977701875,7.250028834696098,130.04582620722533
2,2019-01-04,124.16999816894531,128.58999633789062,123.69999694824219,120.97346496582031,5456600.0,CAT,-0.5314671201802526,49.72871616832987,26.556829244198973,2.700683517142462,130.04582620722533
2,2019-01-04,41.849998474121094,43.0,41.529998779296875,40.666343688964844,27515000.0,CSCO,-0.9490350607583551,46.30986185731123,-79.49578158629593,30.101873374620446,130.04582620722533
2,2019-01-04,110.27999877929688,110.98999786376953,109.47000122070312,100.78270721435547,7952500.0,CVX,-1.5901466429997697,46.98244969642765,-39.374747647875864,12.40218950111639,130.04582620722533
2,2019-01-04,76.48651885986328,78.20867156982422,76.24456024169922,73.90070343017578,9745500.0,DD,-0.8534084268106028,47.74626927484492,1.036941775945001,11.01311737351536,130.04582620722533
2,2019-01-04,107.94000244140625,110.75,107.25,108.28660583496094,10122800.0,DIS,-1.4131257432785986,48.261785360118616,-35.04821271104622,9.395798633747182,130.04582620722533
2,2019-01-04,172.99000549316406,176.0,171.10000610351562,167.48040771484375,3788300.0,GS,-6.416616710561925,41.36916468793503,-25.012920504200025,4.778349399453111,130.04582620722533
2,2019-01-04,170.17999267578125,174.74000549316406,169.52000427246094,165.12091064453125,4762600.0,HD,-1.2795165062171634,47.84874785047032,27.19910171042731,3.6634910427865277,130.04582620722533
2,2019-01-04,114.91000366210938,117.48999786376953,114.44000244140625,106.37199401855469,4477800.0,IBM,-1.8796998156338134,45.438094006414815,-27.388158858303623,6.563224812027227,130.04582620722533
2,2019-01-04,45.84000015258789,47.56999969482422,45.540000915527344,44.95286560058594,35447300.0,INTC,-0.29132555723872855,50.556544430778175,-24.87062352823596,7.307974915074091,130.04582620722533
2,2019-01-04,127.12000274658203,128.64999389648438,126.7300033569336,121.03492736816406,8831700.0,JNJ,-3.8984049149361084,41.1169216931541,-75.10190152883011,40.95811896440647,130.04582620722533
2,2019-01-04,99.11000061035156,100.93000030517578,98.27999877929688,94.98503875732422,16935200.0,JPM,-1.9804780370710375,46.492074741158056,-29.82742888904437,3.593207662882188,130.04582620722533
2,2019-01-04,46.75,47.56999969482422,46.63999938964844,44.583309173583984,13013700.0,KO,-0.40501951501939715,49.68934629441941,-87.16959948129886,11.704281235738254,130.04582620722533
2,2019-01-04,176.02999877929688,179.1999969482422,175.69000244140625,169.8413543701172,3194300.0,MCD,-1.3862067155611442,51.577032815884046,-54.17393260111758,10.16595285300482,130.04582620722533
2,2019-01-04,186.75,191.97999572753906,186.02999877929688,178.43954467773438,2995100.0,MMM,-2.7293610801227715,47.191554082245574,-64.75009878018763,15.41827177554623,130.04582620722533
2,2019-01-04,74.73999786376953,76.5,74.63999938964844,71.96251678466797,14077400.0,MRK,0.03446855903382584,54.76936605446702,-1.6815572256519344,9.32589251079636,130.04582620722533
2,2019-01-04,99.72000122070312,102.51000213623047,98.93000030517578,99.39189910888672,44060600.0,MSFT,-1.8901958048404737,47.12968974507426,-59.74962386128708,15.726470699640036,130.04582620722533
2,2019-01-04,73.44999694824219,75.12000274658203,73.12000274658203,73.1703872680664,7844200.0,NKE,-0.09026558532292484,50.454960030798446,62.63429057985173,8.151064977523177,130.04582620722533
2,2019-01-04,40.265655517578125,41.129032135009766,40.09487533569336,37.79262161254883,27145300.0,PFE,-0.2717847008629164,49.67265899805179,-45.14724854204011,20.4660008110453,130.04582620722533
2,2019-01-04,90.83999633789062,92.48999786376953,90.37000274658203,87.79169464111328,10565700.0,PG,-0.1402275030651765,54.33919420249096,-33.73621940802924,7.137017286335552,130.04582620722533
2,2019-01-04,65.5254898071289,67.46381378173828,65.1416015625,64.03077697753906,10083300.0,RTX,-2.90507386830204,37.76952473490109,-99.69182029032999,46.28020659638252,130.04582620722533
2,2019-01-04,116.66000366210938,118.77999877929688,116.12999725341797,112.90438842773438,1793900.0,TRV,-2.013068058202748,44.95112766188651,-70.09716990698092,34.135347007975405,130.04582620722533
2,2019-01-04,239.8000030517578,243.4600067138672,238.8000030517578,231.8199462890625,5367600.0,UNH,-7.057637605468443,41.375135293659724,-99.1273811817613,35.74978915014754,130.04582620722533
2,2019-01-04,130.44000244140625,134.58999633789062,130.1300048828125,131.9854736328125,11065800.0,V,-1.849850285343308,48.25532331951066,-26.354892442707946,4.120672343226912,130.04582620722533
2,2019-01-04,56.4900016784668,56.88999938964844,55.95000076293945,51.80548095703125,17035800.0,VZ,-0.49453055201823304,50.06393534228656,-36.028113389783535,6.0679569841740895,130.04582620722533
2,2019-01-04,68.43000030517578,70.13999938964844,68.0,64.59056854248047,6868600.0,WBA,-3.1476703923163,41.346888362509105,-82.2965811564418,41.21736053483105,130.04582620722533
2,2019-01-04,93.20999908447266,93.66000366210938,92.69000244140625,90.08141326904297,8029100.0,WMT,-0.8107602853071683,48.90150926973264,5.2796842287276515,1.0624761538880136,130.04582620722533
2,2019-01-04,69.63999938964844,71.2699966430664,69.36000061035156,62.87654495239258,16043600.0,XOM,-2.09277634467,42.94292239310115,-58.42720418403377,20.311559802714633,130.04582620722533
3,2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.123104095458984,219111200.0,AAPL,-2.1845775801090923,36.088949050116625,-122.74112138258592,46.24502508273912,131.82914567189147
3,2019-01-07,97.7699966430664,98.91999816894531,97.0199966430664,95.44330596923828,3289000.0,AXP,-2.668753815723335,45.562984274617016,-47.72042655774983,8.60928420475124,131.82914567189147
3,2019-01-07,330.5199890136719,330.69000244140625,323.3500061035156,318.8233947753906,4030300.0,BA,-3.4696249417398235,48.57641799519828,30.973712431578065,4.74613375551399,131.82914567189147
3,2019-01-07,128.58999633789062,129.60000610351562,126.69999694824219,121.0489730834961,4653400.0,CAT,-0.24184608175401934,49.782107345913616,55.790002222031816,5.5785697349775525,131.82914567189147
3,2019-01-07,42.86000061035156,43.650001525878906,42.7599983215332,40.94111251831055,19488100.0,CSCO,-0.8458786129444391,46.96786671801523,-52.523885786775026,21.990897983486875,131.82914567189147
3,2019-01-07,111.05999755859375,112.93000030517578,109.91999816894531,102.09226989746094,5712700.0,CVX,-1.2666167099197452,48.54290692964789,-16.19036830792692,3.407887086681504,131.82914567189147
3,2019-01-07,77.99518585205078,79.00570678710938,77.04158782958984,73.94121551513672,7724300.0,DD,-0.6198747570341965,47.80077979211478,16.53496594694481,14.912549670193595,131.82914567189147
3,2019-01-07,109.91000366210938,111.4000015258789,109.30000305175781,109.22513580322266,6714700.0,DIS,-1.118033848982435,49.38983687390106,-5.994115671406898,5.847643429489184,131.82914567189147
3,2019-01-07,175.22999572753906,177.8300018310547,172.27000427246094,168.40846252441406,3152100.0,GS,-5.457363704163583,41.95558196005352,-13.226534089551963,0.49843073257985265,131.82914567189147
3,2019-01-07,173.8300018310547,178.17999267578125,173.8300018310547,168.3734588623047,4928800.0,HD,-0.6468699129774222,50.19691025843748,93.63441937749731,12.449327118159555,131.82914567189147
3,2019-01-07,117.5,118.83000183105469,116.66999816894531,107.12452697753906,3751200.0,IBM,-1.494959745820708,46.250540287552745,0.5770456095097158,0.4914335860057907,131.82914567189147
3,2019-01-07,47.099998474121094,48.0,46.75,45.16230773925781,22736800.0,INTC,-0.18888872833883852,50.9481771603915,19.401691939399146,3.1672472003084184,131.82914567189147
3,2019-01-07,127.62999725341797,128.35000610351562,126.80000305175781,120.25851440429688,8404700.0,JNJ,-3.7774095381933535,40.409988199476864,-72.60448971796224,40.95811896440645,131.82914567189147
3,2019-01-07,100.43000030517578,101.47000122070312,99.70999908447266,95.05106353759766,15430700.0,JPM,-1.609029098672778,46.58398768871578,-17.71055979173524,0.5188445821677207,131.82914567189147
3,2019-01-07,47.56999969482422,47.75,46.900001525878906,44.002235412597656,13135500.0,KO,-0.4128506801074252,47.287962988822976,-83.5229358947266,8.31703125473185,131.82914567189147
3,2019-01-07,178.13999938964844,181.8800048828125,178.13999938964844,171.68955993652344,3283000.0,MCD,-1.0392149964942803,53.32033596576262,-14.532710154119341,0.9663531041907768,131.82914567189147
3,2019-01-07,191.36000061035156,192.3000030517578,188.66000366210938,178.0291748046875,2162200.0,MMM,-2.4451119681272644,46.95483663908165,-51.536460451547626,14.458739055914316,131.82914567189147
3,2019-01-07,76.1500015258789,76.47000122070312,75.41000366210938,71.1699447631836,15071700.0,MRK,0.055450359220102996,53.05336069490392,-3.500568077592529,9.325892510796374,131.82914567189147
3,2019-01-07,101.63999938964844,103.2699966430664,100.9800033569336,99.51866912841797,35656100.0,MSFT,-1.686799586116308,47.24873038127034,-43.233414030498,12.253522470356812,131.82914567189147
3,2019-01-07,74.73999786376953,76.36000061035156,74.30000305175781,74.21916961669922,8184800.0,NKE,0.1348059814568927,51.73590802832313,104.82897655586665,1.7619901694443056,131.82914567189147
3,2019-01-07,40.86337661743164,41.38520050048828,40.66413497924805,37.99476623535156,20995500.0,PFE,-0.22291555807479568,50.36985124766165,-19.14215860884372,15.655673720131528,131.82914567189147
3,2019-01-07,91.91000366210938,92.5,91.4000015258789,87.44049072265625,9012500.0,PG,-0.09116395293295909,53.62676067733679,-19.998922913791187,7.05999412674234,131.82914567189147
3,2019-01-07,67.3757095336914,67.5959701538086,66.41912841796875,64.00086212158203,8314600.0,RTX,-2.7560809512221454,37.73332450377721,-84.89570290704204,44.88321606460155,131.82914567189147
3,2019-01-07,118.20999908447266,119.54000091552734,117.70999908447266,112.54287719726562,1082800.0,TRV,-1.8617157919280203,44.563815649067216,-56.89680070202236,28.68552361433053,131.82914567189147
3,2019-01-07,240.39999389648438,241.97999572753906,238.22999572753906,232.2649688720703,4133000.0,UNH,-6.993672163748869,41.61687137315691,-93.55412738962231,36.40931224035487,131.82914567189147
3,2019-01-07,134.4499969482422,137.1699981689453,134.0399932861328,134.36544799804688,12928000.0,V,-1.3456518017719645,49.9457615951421,21.902459204802753,4.039401167580524,131.82914567189147
3,2019-01-07,56.7599983215332,57.2599983215332,56.54999923706055,52.13637924194336,16349000.0,VZ,-0.39858649467795004,51.09707529516401,-14.359690141704224,1.6013330218472794,131.82914567189147
3,2019-01-07,69.1500015258789,70.54000091552734,68.81999969482422,64.96192932128906,6192500.0,WBA,-2.930046270800659,42.064673227951495,-70.72619017657517,37.85102464703749,131.82914567189147
3,2019-01-07,93.62000274658203,95.16999816894531,93.18000030517578,91.14188385009766,7789700.0,WMT,-0.5551210997453495,50.74742016830219,37.13104652683103,10.173143473605215,131.82914567189147
3,2019-01-07,71.25,72.0999984741211,70.73999786376953,63.20351791381836,10844200.0,XOM,-1.8414495152626884,43.59558612654713,-40.59197449950633,13.651048389851953,131.82914567189147
4,2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,36.81171798706055,164101200.0,AAPL,-2.090193632497943,37.66999751177844,-95.01244489549785,37.53768037839457,118.69977263687716
4,2019-01-08,98.69000244140625,99.5199966430664,97.5199966430664,95.90998840332031,3227200.0,AXP,-2.311494809143923,46.149120560429274,-39.133590864102224,5.6422585760356885,118.69977263687716
4,2019-01-08,334.1099853515625,341.25,332.6499938964844,330.8919372558594,4736500.0,BA,-1.6354346292063155,51.653054976488995,101.76091081926987,6.23629658137099,118.69977263687716
4,2019-01-08,129.89999389648438,131.5,128.22999572753906,122.50274658203125,4202600.0,CAT,0.10379160443748958,50.82237110589312,88.4223771789971,10.879265931443122,118.69977263687716
4,2019-01-08,43.56999969482422,43.939998626708984,43.099998474121094,41.27273941040039,22071400.0,CSCO,-0.7289638249697319,47.76711938158374,-39.84868290669745,18.4685238232058,118.69977263687716
4,2019-01-08,113.4000015258789,113.79000091552734,111.66999816894531,101.64665985107422,5674900.0,CVX,-1.0342517038289856,48.04513140545817,-0.9513146533452612,0.36995013565885054,118.69977263687716
4,2019-01-08,78.87760925292969,79.9023666381836,78.3225326538086,74.79188537597656,7120600.0,DD,-0.3619829783442725,48.95741229419959,44.80861671400926,19.17197740567906,118.69977263687716
4,2019-01-08,111.80000305175781,112.55999755859375,111.16999816894531,110.07475280761719,8730700.0,DIS,-0.8063196539669804,50.40252420440431,24.951197554701732,0.31995400122948714,118.69977263687716
4,2019-01-08,177.77999877929688,178.10000610351562,172.89999389648438,167.78656005859375,2692700.0,GS,-4.693230477573195,41.66668595196766,-9.137408327479415,0.1448745725905768,118.69977263687716
4,2019-01-08,178.57000732421875,179.58999633789062,175.61000061035156,169.18186950683594,4722400.0,HD,-0.07934629235148805,50.766880630060314,110.093431101111,15.813376746178246,118.69977263687716
4,2019-01-08,119.66000366210938,120.56999969482422,118.9800033569336,108.64775848388672,4763600.0,IBM,-1.0549772946537104,47.87574701458287,35.44687856645577,6.873818224170181,118.69977263687716
4,2019-01-08,47.79999923706055,48.029998779296875,46.779998779296875,45.44791030883789,22749200.0,INTC,-0.08369626449534451,51.490204152414385,26.99375323158364,2.871216287828724,118.69977263687716
4,2019-01-08,128.17999267578125,130.5,127.7300033569336,123.05170440673828,9351600.0,JNJ,-3.4167466127648964,43.993643608511526,-53.30906987558997,28.96222385078337,118.69977263687716
4,2019-01-08,101.62999725341797,101.81999969482422,99.55000305175781,94.87183380126953,13578800.0,JPM,-1.3139688655188309,46.36035684093312,-14.944635620546906,1.5063532038813503,118.69977263687716
4,2019-01-08,47.25,47.56999969482422,47.040000915527344,44.498966217041016,15420700.0,KO,-0.3746561078976498,49.44842188013609,-67.53638289487856,8.317031254731845,118.69977263687716
4,2019-01-08,181.9600067138672,182.2899932861328,179.91000366210938,172.0515594482422,2941400.0,MCD,-0.7266350276694595,53.65838032479791,0.6335016447649504,2.5762635176250464,118.69977263687716
4,2019-01-08,193.0,194.11000061035156,189.5800018310547,178.77529907226562,2479800.0,MMM,-2.1350252639578855,47.45062065981527,-36.169124099383154,8.980802600759054,118.69977263687716
4,2019-01-08,75.87000274658203,76.20999908447266,75.29000091552734,71.69832611083984,11351800.0,MRK,0.11340725764949866,54.046323959833245,-3.2920517352493053,10.312718397285616,118.69977263687716
4,2019-01-08,103.04000091552734,103.97000122070312,101.70999908447266,100.240234375,31514400.0,MSFT,-1.4506600265781202,47.93893637162206,-30.17006920609605,9.031909669930977,118.69977263687716
4,2019-01-08,76.83000183105469,77.4000015258789,76.19999694824219,75.20915985107422,8809000.0,NKE,0.38858143302704207,52.92439926756263,145.99524501454366,3.3566615133562565,118.69977263687716
4,2019-01-08,41.32827377319336,41.46110153198242,40.93927764892578,38.17054748535156,19677200.0,PFE,-0.16806498400348602,50.980721659959826,-7.16438678314596,14.211216285220754,118.69977263687716
4,2019-01-08,92.69999694824219,93.08999633789062,91.81999969482422,87.76319885253906,9551300.0,PG,-0.025941845426359578,54.1975731502954,2.8663890714857083,2.4172460493268035,118.69977263687716
4,2019-01-08,68.49591064453125,68.87979888916016,67.55821228027344,65.15559387207031,5951200.0,RTX,-2.5158249255368617,40.02858288923289,-61.45284624519232,31.811191276033046,118.69977263687716
4,2019-01-08,119.37999725341797,119.51000213623047,116.83999633789062,112.1052474975586,1403900.0,TRV,-1.756829453462288,44.088097212509474,-60.48921231436565,32.06316849200353,118.69977263687716
4,2019-01-08,242.3300018310547,244.7899932861328,239.7100067138672,235.3704376220703,3618600.0,UNH,-6.616127120649509,43.3044988568044,-75.43912313306416,29.409126616740032,118.69977263687716
4,2019-01-08,137.97000122070312,138.19000244140625,135.9600067138672,135.09625244140625,9243000.0,V,-0.8769916462071023,50.45985621572498,40.60277529016068,7.115813624176588,118.69977263687716
4,2019-01-08,57.27000045776367,58.689998626708984,57.04999923706055,53.66223907470703,21424600.0,VZ,-0.19715334064754586,55.489926892867324,39.17788725796745,13.45551129355423,118.69977263687716
4,2019-01-08,70.5199966430664,71.66999816894531,70.13999938964844,66.26172637939453,6548100.0,WBA,-2.622464686393357,44.5228881792096,-53.35940971511967,28.59403820858308,118.69977263687716
4,2019-01-08,95.05999755859375,95.76000213623047,93.91000366210938,91.77814483642578,7200900.0,WMT,-0.29775196001409654,51.82751439066989,55.82807240823301,13.50010657642482,118.69977263687716
4,2019-01-08,72.54000091552734,72.58999633789062,71.94000244140625,63.663055419921875,11439000.0,XOM,-1.5868975884280374,44.518289645481396,-25.644616743751623,9.814516560681723,118.69977263687716
